Text	POS	Dep	Head
sans	ADP	case	cesse
cesse	NOUN	obl:mod	surchauffant
.	PUNCT	punct	établit
«	NUM	ROOT	«
Or	CCONJ	cc	.
,	PUNCT	punct	.
les	DET	det	gaz
gaz	NOUN	dep	,
augmentent	NOUN	nmod	gaz
de	ADP	case	1/480
1/480	NOUN	nmod	augmentent
de	ADP	case	volume
leur	DET	det	volume
volume	NOUN	nmod	augmentent
par	ADP	case	degré
degré	NOUN	nmod	gaz
de	ADP	case	chaleur
chaleur	NOUN	nmod	degré
.	PUNCT	ROOT	.
Si	SCONJ	mark	force
donc	ADV	dep	Si
je	PRON	nsubj	force
force	VERB	ROOT	force
la	DET	det	température
température	NOUN	obj	force
de	ADP	case	dix-huit
dix-huit	NOUN	nmod	température
degrés	VERB	acl	température
[	PUNCT	punct	force
10	NUM	nummod	°
°	NOUN	obl:mod	force
centigrades	NOUN	nmod	°
.	PUNCT	punct	force
Les	DET	det	gaz
gaz	NOUN	nsubj	centigrade
augmentent	NOUN	nmod	gaz
de	ADP	case	1/267
1/267	NOUN	nmod	augmentent
de	ADP	case	volume
leur	DET	det	volume
volume	NOUN	nmod	1/267
par	ADP	case	1
1	NUM	nmod	gaz
°	NOUN	nmod	gaz
centigrade	ADJ	ROOT	centigrade
]	PUNCT	punct	centigrade
,	PUNCT	punct	dilatera
l'	DET	det	hydrogène
hydrogène	NOUN	nsubj	dilatera
de	ADP	case	aérostat
l'	DET	det	aérostat
aérostat	NOUN	nmod	hydrogène
se	PRON	expl:comp	dilatera
dilatera	VERB	ROOT	dilatera
de	ADP	case	18/480
18/480	PRON	obl:arg	dilatera
,	PUNCT	punct	dilatera
ou	CCONJ	cc	pieds
de	ADP	case	pieds
seize	NUM	dep	pieds
cent	NUM	fixed	seize
quatorze	NUM	nummod	pieds
pieds	NOUN	conj	dilatera
cubes	ADJ	amod	pieds
[	PUNCT	punct	dilatera
Soixante-deux	ADJ	nummod	mètres
mètres	ADJ	obl:mod	déplacera
cubes	NOUN	acl	mètres
environ	ADV	advmod	mètres
]	PUNCT	punct	déplacera
,	PUNCT	punct	déplacera
il	PRON	expl:subj	déplacera
déplacera	VERB	ROOT	déplacera
donc	ADV	advmod	déplacera
seize	ADJ	dep	soixante-quatorze
cent	NUM	nummod	soixante-quatorze
soixante-quatorze	NOUN	obl:arg	déplacera
pieds	NOUN	nmod	soixante-quatorze
cubes	ADJ	amod	soixante-quatorze
d'	ADP	case	air
air	NOUN	nmod	soixante-quatorze
de	ADP	case	plus
plus	ADV	nmod	air
,	PUNCT	punct	déplacera
ce	PRON	dep	déplacera
qui	PRON	nsubj	augmentera
augmentera	VERB	acl:relcl	ce
sa	DET	det	force
force	NOUN	obj	augmentera
ascensionnelle	ADJ	amod	force
de	ADP	det	soixante
cent	NUM	nummod	soixante
soixante	NOUN	dep	force
livres	ADJ	amod	soixante
.	PUNCT	punct	déplacera
Cela	PRON	nsubj	revient
revient	VERB	ROOT	revient
donc	ADV	advmod	revient
à	ADP	mark	jeter
jeter	VERB	xcomp	revient
ce	DET	det	poids
même	ADJ	amod	poids
poids	NOUN	obj	jeter
de	ADP	case	lest
lest	NOUN	nmod	poids
.	PUNCT	punct	revient
Si	SCONJ	mark	augmente
j'	PRON	nsubj	augmente
augmente	VERB	advcl	dilatera
la	DET	det	température
température	NOUN	obj	augmente
de	ADP	case	cent
cent	NUM	nmod	température
quatre-vingt	NUM	nummod	degrés
degrés	NOUN	acl	température
[	PUNCT	punct	augmente
100	NUM	nummod	°
°	NOUN	obl:mod	augmente
centigrades	VERB	acl	°
]	PUNCT	punct	augmente
,	PUNCT	punct	dilatera
le	DET	det	gaz
gaz	NOUN	nsubj	dilatera
se	PRON	expl:comp	dilatera
dilatera	VERB	ROOT	dilatera
de	ADP	case	180/480
,	PUNCT	punct	180/480
180/480	PROPN	obl:arg	dilatera
:	PUNCT	punct	dilatera
il	PRON	nsubj	déplacera
déplacera	VERB	advcl	dilatera
seize	NUM	nummod	mille
mille	VERB	xcomp	déplacera
sept	NUM	nummod	cent
cent	NUM	obj	déplacera
quarante	NUM	det	pieds
pieds	NOUN	obj	déplacera
cubes	ADJ	amod	pieds
de	ADP	case	plus
plus	ADV	nmod	pieds
,	PUNCT	punct	déplacera
et	CCONJ	cc	accroîtra
sa	DET	det	force
force	NOUN	nsubj	accroîtra
ascensionnelle	NOUN	amod	force
s'	PRON	expl:comp	accroîtra
accroîtra	VERB	conj	déplacera
de	ADP	det	cents
seize	NUM	nummod	cents
cents	NOUN	obj	accroîtra
livres	ADJ	amod	cents
.	PUNCT	punct	dilatera
«	VERB	ROOT	«
Vous	ADJ	ROOT	Vous
le	DET	det	comprenez
comprenez	NOUN	nmod	Vous
,	PUNCT	punct	Messieurs
Messieurs	NOUN	conj	comprenez
,	PUNCT	punct	puis
je	PRON	nsubj	puis
puis	VERB	ROOT	puis
donc	ADV	advmod	facilement
facilement	ADV	advmod	obtenir
obtenir	VERB	xcomp	puis
des	DET	det	ruptures
ruptures	NOUN	obj	obtenir
d'	ADP	case	équilibre
équilibre	NOUN	nmod	ruptures
considérables	ADJ	amod	équilibre
.	PUNCT	punct	puis
Le	DET	det	volume
volume	NOUN	nsubj:pass	calculé
de	ADP	case	aérostat
l'	DET	det	aérostat
aérostat	NOUN	nmod	volume
a	AUX	aux:tense	calculé
été	AUX	aux:pass	calculé
calculé	VERB	ROOT	calculé
de	ADP	case	façon
telle	ADJ	amod	façon
façon	NOUN	obl:mod	calculé
,	PUNCT	punct	calculé
qu'	SCONJ	mark	déplace
étant	AUX	advcl	déplace
à	ADP	fixed	étant
demi	NOUN	fixed	à
gonflé	ADJ	fixed	étant
,	PUNCT	punct	déplace
il	PRON	nsubj	déplace
déplace	VERB	advcl	calculé
un	DET	det	poids
poids	NOUN	obj	déplace
d'	ADP	case	air
air	NOUN	nmod	poids
exacte	PROPN	amod	poids
-	ADJ	nmod	poids
ment	ADV	advmod	déplace
égal	ADJ	amod	déplace
à	ADP	case	celui
celui	PRON	obl:arg	égal
de	ADP	case	enveloppe
l'	DET	det	enveloppe
enveloppe	NOUN	nmod	celui
du	ADP	case	gaz
gaz	NOUN	nmod	enveloppe
hydrogène	NOUN	nmod	gaz
et	CCONJ	cc	nacelle
de	ADP	case	nacelle
la	DET	det	nacelle
nacelle	NOUN	conj	hydrogène
chargée	VERB	acl	nacelle
de	ADP	case	voyageurs
voyageurs	NOUN	obl:arg	chargée
et	CCONJ	cc	accessoires
de	ADP	case	accessoires
tous	ADJ	amod	accessoires
ses	DET	det	accessoires
accessoires	NOUN	conj	voyageurs
.	PUNCT	punct	calculé
A	ADP	case	point
ce	DET	det	point
point	NOUN	obl:mod	équilibre
de	ADP	case	gonflement
gonflement	NOUN	nmod	point
,	PUNCT	punct	équilibre
il	PRON	expl:subj	équilibre
est	AUX	cop	équilibre
exactement	ADV	advmod	équilibre
en	ADP	case	équilibre
équilibre	NOUN	obl:mod	monte
dans	ADP	case	air
l'	DET	det	air
air	NOUN	obl:mod	équilibre
,	PUNCT	punct	monte
il	PRON	nsubj	monte
ne	ADV	advmod	monte
monte	ADJ	ROOT	monte
ni	CCONJ	cc	descend
ne	ADV	advmod	descend
descend	VERB	conj	monte
.	PUNCT	punct	monte
«	ADJ	ROOT	«
Pour	ADP	mark	opérer
opérer	VERB	advcl	porte
l'	DET	det	ascension
ascension	NOUN	obj	opérer
,	PUNCT	punct	porte
je	PRON	nsubj	porte
porte	VERB	ROOT	porte
le	DET	det	gaz
gaz	NOUN	obj	porte
à	ADP	case	température
une	DET	det	température
température	NOUN	nmod	gaz
supérieure	ADJ	amod	température
à	ADP	case	température
la	DET	det	température
température	NOUN	obl:arg	supérieure
ambiante	ADJ	amod	température
au	ADP	case	moyen
moyen	NOUN	nmod	température
de	ADP	case	chalumeau
mon	DET	det	chalumeau
chalumeau	NOUN	nmod	moyen
;	PUNCT	punct	porte
par	ADP	case	excès
cet	DET	det	excès
excès	NOUN	obl:mod	obtient
de	ADP	case	chaleur
chaleur	NOUN	nmod	excès
,	PUNCT	punct	obtient
il	PRON	nsubj	obtient
obtient	VERB	ROOT	obtient
une	DET	det	tension
tension	NOUN	obj	obtient
plus	ADV	advmod	forte
forte	ADJ	amod	tension
,	PUNCT	punct	tension
et	CCONJ	cc	gonfle
gonfle	NOUN	conj	obtient
davantage	ADV	advmod	gonfle
le	DET	det	ballon
ballon	NOUN	nmod	gonfle
,	PUNCT	punct	gonfle
qui	PRON	nsubj	monte
monte	VERB	acl:relcl	gonfle
d'	ADP	mark	dilate
autant	ADV	fixed	d'
plus	ADV	fixed	d'
que	SCONJ	mark	dilate
je	PRON	nsubj	dilate
dilate	VERB	advcl	monte
l'	DET	det	hydrogène
hydrogène	NOUN	obj	dilate
.	PUNCT	punct	obtient
«	NOUN	ROOT	«
La	DET	det	descente
descente	NOUN	nsubj	fait
se	PRON	expl:comp	fait
fait	VERB	ROOT	fait
naturellement	ADV	advmod	fait
en	ADP	mark	modérant
modérant	VERB	advcl	fait
la	DET	det	chaleur
chaleur	NOUN	obj	modérant
du	ADP	case	chalumeau
chalumeau	NOUN	nmod	chaleur
,	PUNCT	punct	modérant
et	CCONJ	cc	laissant
en	PRON	mark	laissant
laissant	VERB	conj	modérant
la	DET	det	température
température	NOUN	obj	laissant
se	PRON	expl:pass	refroidir
refroidir	VERB	acl	température
.	PUNCT	punct	fait
L'	DET	det	ascension
ascension	NOUN	nsubj	rapide
sera	AUX	cop	rapide
donc	ADV	advmod	rapide
généralement	ADV	advmod	rapide
beaucoup	ADV	advmod	plus
plus	ADV	advmod	rapide
rapide	ADJ	ROOT	rapide
que	SCONJ	mark	descente
la	DET	det	descente
descente	NOUN	dep	rapide
.	PUNCT	punct	rapide
Mais	CCONJ	cc	heureuse
c'	PRON	nsubj	heureuse
est	AUX	cop	heureuse
là	ADV	advmod	heureuse
une	DET	det	heureuse
heureuse	NOUN	ROOT	heureuse
circonstance	NOUN	nmod	heureuse
;	PUNCT	punct	heureuse
je	PRON	nsubj	ai
n'	ADV	advmod	ai
ai	VERB	ROOT	ai
jamais	ADV	advmod	ai
d'	ADP	case	intérêt
intérêt	NOUN	obj	ai
à	ADP	mark	descendre
descendre	VERB	acl	intérêt
rapidement	ADV	advmod	descendre
,	PUNCT	punct	ai
et	CCONJ	cc	c’
c’	NOUN	conj	ai
est	AUX	cop	contraire
au	ADP	case	contraire
contraire	NOUN	advcl	ai
par	ADP	case	marche
une	DET	det	marche
marche	NOUN	obl:mod	contraire
ascensionnelle	VERB	amod	marche
très	ADV	advmod	prompte
prompte	NOUN	xcomp	ascensionnelle
que	SCONJ	mark	évite
j'	PRON	nsubj	évite
évite	VERB	ccomp	prompte
les	DET	det	obstacles
obstacles	NOUN	obj	évite
.	PUNCT	punct	ai
Les	DET	det	dangers
dangers	NOUN	nsubj	bas
sont	AUX	cop	bas
en	ADP	case	bas
bas	ADJ	ROOT	bas
et	CCONJ	cc	haut
non	ADV	advmod	haut
en	ADP	fixed	non
haut	ADJ	conj	bas
.	PUNCT	punct	bas
«	ADJ	ROOT	«
D'	ADP	case	ailleurs
ailleurs	ADV	nmod	«
,	PUNCT	punct	ai
comme	SCONJ	mark	dit
je	PRON	nsubj	dit
vous	PRON	obj	dit
l'	PRON	obj	dit
ai	AUX	aux:tense	dit
dit	VERB	advcl	ai
,	PUNCT	punct	ai
j'	PRON	nsubj	ai
ai	VERB	ROOT	ai
une	DET	det	certaine
certaine	NOUN	obj	ai
quantité	NOUN	nmod	certaine
de	ADP	case	lest
lest	NOUN	nmod	quantité
qui	PRON	nsubj	permettra
me	PRON	iobj	permettra
permettra	VERB	acl:relcl	quantité
de	ADP	mark	élever
m'	PRON	obj	élever
élever	VERB	xcomp	permettra
plus	ADV	advmod	vite
vite	ADV	advmod	encore
encore	ADV	advmod	élever
,	PUNCT	punct	ai
si	SCONJ	mark	devient
cela	PRON	nsubj	devient
devient	VERB	advcl	ai
nécessaire	ADJ	xcomp	devient
.	PUNCT	punct	ai
Ma	DET	det	soupape
soupape	NOUN	nsubj	soupape
,	PUNCT	punct	soupape
située	VERB	acl	soupape
au	ADP	case	pôle
pôle	NOUN	obl:arg	située
supérieur	ADJ	amod	pôle
du	ADP	case	ballon
ballon	NOUN	nmod	pôle
,	PUNCT	punct	soupape
n'	ADV	advmod	soupape
est	VERB	cop	soupape
plus	ADV	advmod	soupape
qu'	SCONJ	advmod	soupape
une	DET	det	soupape
soupape	NOUN	ROOT	soupape
de	ADP	case	sûreté
sûreté	NOUN	nmod	soupape
.	PUNCT	punct	soupape
Le	DET	det	ballon
ballon	NOUN	nsubj	charge
garde	ADJ	amod	ballon
toujours	ADV	advmod	garde
sa	DET	det	charge
même	ADJ	amod	charge
charge	NOUN	ROOT	charge
d'	ADP	case	hydrogène
hydrogène	NOUN	nmod	charge
;	PUNCT	punct	charge
les	DET	det	varia
varia	NOUN	ROOT	varia
-	NOUN	nmod	varia
tions	NOUN	nmod	varia
de	ADP	case	température
température	NOUN	nmod	tions
que	PRON	obj	produis
je	PRON	nsubj	produis
produis	VERB	acl:relcl	tions
dans	ADP	case	milieu
ce	DET	det	milieu
milieu	NOUN	obl:mod	produis
de	ADP	case	gaz
gaz	NOUN	nmod	milieu
clos	VERB	dep	produis
pourvoient	ADV	advmod	clos
seules	ADJ	obj	clos
à	ADP	case	mouvements
tous	ADJ	amod	mouvements
ses	DET	det	mouvements
mouvements	NOUN	obl:arg	seules
de	ADP	case	montée
montée	VERB	nmod	mouvements
et	CCONJ	cc	descente
de	ADP	case	descente
descente	NOUN	conj	montée
.	PUNCT	punct	varia
«	ADJ	ROOT	«
Maintenant	ADV	nmod	«
,	PUNCT	punct	Messieurs
Messieurs	NOUN	conj	«
,	PUNCT	punct	ajouterai
comme	ADP	case	détail
détail	NOUN	dep	ajouterai
pratique	ADJ	amod	détail
,	PUNCT	punct	ajouterai
j'	PRON	nsubj	ajouterai
ajouterai	VERB	dep	ceci
ceci	PRON	ROOT	ceci
.	PUNCT	punct	ceci
«	NOUN	ROOT	«
La	DET	det	combustion
combustion	NOUN	ROOT	combustion
de	ADP	case	hydrogène
l'	DET	det	hydrogène
hydrogène	NOUN	nmod	combustion
et	CCONJ	cc	oxygène
de	ADP	case	oxygène
l'	DET	det	oxygène
oxygène	NOUN	conj	hydrogène
à	ADP	case	pointe
la	DET	det	pointe
pointe	NOUN	nmod	combustion
du	ADP	case	produit
chalumeau	ADJ	amod	produit
produit	NOUN	nmod	pointe
uniquement	ADV	advmod	produit
de	ADP	case	vapeur
la	DET	det	vapeur
vapeur	NOUN	obl:arg	produit
d'	ADP	case	eau
eau	NOUN	nmod	vapeur
.	PUNCT	punct	combustion
J'	PRON	nsubj	ai
ai	VERB	ROOT	ai
donc	ADV	advmod	ai
muni	ADJ	xcomp	ai
la	DET	det	partie
partie	NOUN	obj	muni
inférieure	ADJ	amod	partie
de	ADP	case	caisse
la	DET	det	caisse
caisse	NOUN	nmod	partie
cylindrique	ADJ	amod	caisse
en	ADP	case	fer
fer	NOUN	obl:arg	muni
d'	ADP	case	tube
un	DET	det	tube
tube	NOUN	nmod	fer
de	ADP	case	dégagement
dégagement	NOUN	nmod	tube
avec	ADP	case	soupape
soupape	NOUN	nmod	tube
fonctionnant	VERB	acl	tube
à	ADP	case	atmosphères
moins	ADV	advmod	deux
de	ADP	fixed	moins
deux	NUM	nummod	atmosphères
atmosphères	NOUN	obl:arg	fonctionnant
de	ADP	case	pression
pression	NOUN	nmod	atmosphères
;	PUNCT	punct	ai
par	ADP	case	conséquent
conséquent	NOUN	obl:mod	atteint
,	PUNCT	punct	atteint
dès	ADP	mark	atteint
qu'	SCONJ	mark	atteint
elle	PRON	nsubj	atteint
a	AUX	aux:tense	atteint
atteint	VERB	ROOT	atteint
cette	DET	det	tension
tension	NOUN	obj	atteint
,	PUNCT	punct	échappe
la	DET	det	vapeur
vapeur	NOUN	nsubj	échappe
s'	PRON	expl:comp	échappe
échappe	VERB	advcl	atteint
d'	ADP	case	elle
elle	PRON	obl:arg	échappe
même	ADV	amod	elle
.	PUNCT	punct	atteint
«	NUM	ROOT	«
Voici	VERB	ROOT	Voici
maintenant	ADV	advmod	Voici
des	DET	det	chiffres
chiffres	NOUN	obj	Voici
très	ADV	advmod	exacts
exacts	ADJ	amod	chiffres
.	PUNCT	punct	Voici
«	NOUN	ROOT	«
Vingt-cinq	NUM	ROOT	Vingt-cinq
gallons	ADJ	ROOT	gallons
d'	ADP	case	décomposée
eau	NOUN	det	décomposée
décomposée	VERB	obl:arg	gallons
en	ADP	case	éléments
ses	DET	det	éléments
éléments	NOUN	obl:mod	gallons
constitutifs	ADJ	amod	éléments
donnent	VERB	acl	éléments
deux	NUM	nummod	cents
cents	NOUN	obj	donnent
livres	NOUN	nmod	cents
d'	ADP	case	oxygène
oxygène	NOUN	nmod	livres
et	CCONJ	cc	livres
vingt-cinq	NUM	nummod	livres
livres	NOUN	conj	cents
d'	ADP	case	hydrogène
hydrogène	NOUN	nmod	livres
.	PUNCT	punct	gallons
Cela	PRON	nsubj	représente
représente	VERB	ROOT	représente
,	PUNCT	punct	représente
à	ADP	case	tension
la	DET	det	tension
tension	NOUN	obl:arg	représente
atmosphérique	ADJ	amod	tension
,	PUNCT	punct	représente
dix-huit	VERB	dep	représente
cent	NUM	nummod	dix-huit
quatre-vingt-dix	AUX	nummod	pieds
pieds	NOUN	nmod	dix-huit
cubes	ADJ	amod	pieds
[	PUNCT	punct	représente
Soixante-dix	NUM	nummod	mètres
mètres	NOUN	advmod	représente
cubes	NOUN	acl	mètres
d'	ADP	case	oxygène
oxygène	NOUN	nmod	mètres
]	PUNCT	punct	représente
du	ADP	case	premier
premier	ADJ	obl:arg	représente
,	PUNCT	punct	premier
et	CCONJ	cc	mille
trois	NUM	nummod	mille
mille	DET	punct	représente
sept	NUM	nummod	cent
cent	NUM	nmod	mille
quatre-vingts	NOUN	det	pieds
pieds	NOUN	nmod	mille
cubes	ADJ	amod	pieds
[	PUNCT	punct	représente
Cent	NUM	nummod	mètres
quarante	NUM	nummod	mètres
mètres	NOUN	advmod	soixante-dix
cubes	NOUN	acl	mètres
d'	ADP	case	hydrogène
hydrogène	NOUN	nmod	mètres
]	PUNCT	punct	mètres
du	ADP	case	second
second	NOUN	nmod	mètres
,	PUNCT	punct	mètres
en	ADP	case	soixante-dix
tout	ADV	fixed	en
cinq	NUM	fixed	en
mille	NUM	fixed	en
six	NUM	nummod	soixante-dix
cent	NUM	dep	six
soixante-dix	PROPN	ROOT	soixante-dix
pieds	NOUN	nmod	soixante-dix
cubes	ADJ	amod	pieds
du	ADP	case	mélange
mélange	NOUN	nmod	pieds
[	PUNCT	punct	soixante-dix
Deux	NUM	nummod	mètres
cent	PRON	nmod	Deux
dix	NUM	nummod	mètres
mètres	NOUN	nmod	soixante-dix
cubes].	NOUN	amod	mètres
«	NUM	ROOT	«
Or	CCONJ	cc	ouvert
,	PUNCT	punct	ouvert
le	DET	det	robinet
robinet	NOUN	nsubj	ouvert
de	ADP	case	chalumeau
mon	DET	det	chalumeau
chalumeau	NOUN	nmod	robinet
,	PUNCT	punct	robinet
ouvert	VERB	ROOT	ouvert
en	ADP	case	plein
plein	NOUN	obl:mod	ouvert
,	PUNCT	punct	dépense
dépense	NOUN	ROOT	dépense
vingt-sept	NOUN	ROOT	vingt-sept
pieds	NOUN	nmod	vingt-sept
cubes	ADJ	acl	vingt-sept
[	PUNCT	punct	vingt-sept
Un	DET	det	mètre
mètre	NOUN	ROOT	mètre
cube	NOUN	nmod	mètre
]	PUNCT	punct	mètre
à	ADP	case	heure
l'	DET	det	heure
heure	NOUN	nmod	mètre
avec	ADP	case	flamme
une	DET	det	flamme
flamme	NOUN	nmod	heure
au	ADP	advmod	fois
moins	ADV	fixed	au
six	NUM	nummod	fois
fois	NOUN	nmod	flamme
plus	ADV	advmod	forte
forte	ADJ	amod	fois
que	SCONJ	mark	celle
celle	PRON	dep	forte
des	ADP	det	lanternes
grandes	ADJ	amod	lanternes
lanternes	NOUN	nmod	celle
d'	ADP	case	éclairage
éclairage	NOUN	nmod	lanternes
.	PUNCT	punct	mètre
En	ADP	case	moyenne
moyenne	NOUN	obl:mod	brûlerai
donc	ADV	advmod	moyenne
,	PUNCT	punct	moyenne
et	CCONJ	cc	maintenir
pour	ADP	mark	maintenir
me	PRON	expl:comp	maintenir
maintenir	VERB	advcl	brûlerai
à	ADP	case	hauteur
une	DET	det	hauteur
hauteur	NOUN	obl:arg	maintenir
peu	ADV	advmod	considérable
considérable	ADJ	amod	hauteur
,	PUNCT	punct	brûlerai
je	PRON	nsubj	brûlerai
ne	ADV	advmod	brûlerai
brûlerai	ADJ	ROOT	brûlerai
pas	ADV	advmod	brûlerai
plus	ADV	advmod	pieds
de	ADP	fixed	plus
neuf	ADJ	amod	pieds
pieds	NOUN	obj	brûlerai
cubes	ADJ	amod	pieds
à	ADP	case	heure
l'	DET	det	heure
heure	NOUN	nmod	pieds
[	PUNCT	punct	brûlerai
Un	DET	det	tiers
tiers	NOUN	ROOT	tiers
de	ADP	case	mètre
mètre	NOUN	nmod	tiers
cube	NOUN	nmod	mètre
]	PUNCT	punct	tiers
;	PUNCT	punct	tiers
mes	DET	det	gallons
vingt-cinq	NUM	nummod	gallons
gallons	NOUN	nsubj	représentent
d'	ADP	case	eau
eau	NOUN	nmod	gallons
me	PRON	iobj	représentent
représentent	VERB	ROOT	représentent
donc	ADV	advmod	représentent
six	NUM	nummod	heures
cent	NUM	fixed	six
trente	NUM	nummod	heures
heures	NOUN	obj	représentent
de	ADP	case	navigation
navigation	NOUN	nmod	heures
aérienne	ADJ	amod	navigation
,	PUNCT	punct	heures
ou	CCONJ	cc	plus
un	DET	advmod	plus
peu	ADV	fixed	un
plus	ADV	advmod	vingt-six
de	ADP	advmod	plus
vingt-six	NUM	nummod	jours
jours	NOUN	obl:mod	représentent
.	PUNCT	punct	représentent
«	NUM	ROOT	«
Or	CCONJ	cc	peut
,	PUNCT	punct	peut
comme	SCONJ	mark	descendre
je	PRON	nsubj	descendre
puis	AUX	advmod	descendre
descendre	VERB	advcl	peut
à	ADP	case	volonté
volonté	NOUN	obl:arg	descendre
,	PUNCT	punct	descendre
et	CCONJ	cc	renouveler
renouveler	VERB	conj	descendre
ma	DET	det	provision
provision	NOUN	obj	renouveler
d'	ADP	case	eau
eau	NOUN	nmod	provision
sur	ADP	case	route
la	DET	det	route
route	NOUN	nmod	eau
,	PUNCT	punct	peut
mon	DET	det	voyage
voyage	NOUN	nsubj	peut
peut	VERB	ROOT	peut
avoir	VERB	xcomp	peut
une	DET	det	durée
durée	NOUN	obj	avoir
indéfinie	NOUN	amod	durée
.	PUNCT	punct	peut
«	NOUN	ROOT	«
Voilà	VERB	ROOT	Voilà
mon	DET	det	secret
secret	NOUN	obj	Voilà
,	PUNCT	punct	Voilà
Messieurs	NOUN	obl:mod	Voilà
,	PUNCT	punct	simple
il	PRON	expl:subj	simple
est	AUX	cop	simple
simple	ADJ	conj	Voilà
,	PUNCT	punct	Voilà
et	CCONJ	cc	peut
,	PUNCT	punct	peut
comme	ADP	case	choses
les	DET	det	choses
choses	NOUN	obl:mod	peut
simples	ADJ	amod	choses
,	PUNCT	punct	peut
il	PRON	expl:subj	peut
ne	ADV	advmod	peut
peut	VERB	conj	Voilà
manquer	VERB	xcomp	peut
de	ADP	case	réussir
réussir	NOUN	obl:mod	manquer
.	PUNCT	punct	Voilà
La	DET	det	dilatation
dilatation	NOUN	ROOT	dilatation
et	CCONJ	cc	contraction
la	DET	det	contraction
contraction	NOUN	conj	dilatation
du	ADP	case	gaz
gaz	NOUN	nmod	contraction
de	ADP	case	aérostat
l'	DET	det	aérostat
aérostat	NOUN	nmod	gaz
,	PUNCT	punct	dilatation
tel	ADJ	amod	dilatation
est	AUX	dep	tel
mon	DET	det	moyen
moyen	NOUN	nsubj	tel
,	PUNCT	punct	dilatation
qui	PRON	nsubj	exige
n'	ADV	advmod	exige
exige	VERB	acl:relcl	dilatation
ni	CCONJ	cc	ailes
ailes	NOUN	obj	exige
embarrassantes	ADJ	amod	ailes
,	PUNCT	punct	dilatation
ni	CCONJ	cc	moteur
moteur	NOUN	conj	dilatation
mécanique	ADJ	amod	moteur
.	PUNCT	punct	dilatation
Un	DET	det	calorifère
calorifère	NOUN	nsubj	incommode
pour	ADP	mark	produire
produire	VERB	acl	calorifère
mes	DET	det	changements
changements	NOUN	obj	produire
de	ADP	case	température
température	NOUN	nmod	changements
,	PUNCT	punct	calorifère
un	DET	det	chalumeau
chalumeau	NOUN	dep	,
pour	ADP	case	chauffer
le	DET	det	chauffer
chauffer	NOUN	nmod	calorifère
,	PUNCT	punct	incommode
cela	PRON	nsubj	incommode
n'	ADV	advmod	incommode
est	AUX	cop	incommode
ni	CCONJ	cc	incommode
incommode	ADJ	ROOT	incommode
,	PUNCT	punct	incommode
ni	CCONJ	cc	lourd
lourd	PROPN	conj	incommode
.	PUNCT	punct	incommode
Je	PRON	nsubj	crois
crois	VERB	ROOT	crois
donc	ADV	advmod	crois
avoir	AUX	aux:tense	réuni
réuni	VERB	xcomp	crois
toutes	ADJ	amod	conditions
les	DET	det	conditions
conditions	NOUN	obl:mod	réuni
sérieuses	ADJ	amod	conditions
de	ADP	case	succès
succès	NOUN	nmod	conditions
.	PUNCT	punct	crois
»	PUNCT	ROOT	»
Le	DET	det	docteur
docteur	NOUN	nsubj	ainsi
Fergusson	PROPN	nmod	docteur
termina	PROPN	flat:name	Fergusson
ainsi	ADV	ROOT	ainsi
son	DET	det	discours
discours	NOUN	obj	ainsi
,	PUNCT	punct	ainsi
et	CCONJ	cc	applaudi
fut	SCONJ	cop	applaudi
applaudi	PROPN	conj	ainsi
de	ADP	case	cœur
bon	ADJ	amod	cœur
cœur	NOUN	dep	applaudi
.	PUNCT	punct	ainsi
Il	PRON	expl:subj	avait
n'	ADV	advmod	avait
y	PRON	expl:comp	avait
avait	VERB	ROOT	avait
pas	ADV	advmod	avait
une	DET	det	objection
objection	NOUN	obj	avait
à	ADP	mark	faire
lui	PRON	iobj	faire
faire	VERB	acl	objection
;	PUNCT	punct	avait
tout	ADV	advmod	prévu
était	AUX	aux:pass	prévu
prévu	VERB	ROOT	prévu
et	CCONJ	cc	résolu
résolu	VERB	conj	prévu
.	PUNCT	punct	prévu
«	ADJ	ROOT	«
Cependant	ADV	advmod	dit
,	PUNCT	punct	dit
dit	VERB	advcl	peut
le	DET	det	commandant
commandant	NOUN	obj	dit
,	PUNCT	punct	peut
cela	PRON	nsubj	peut
peut	VERB	ROOT	peut
être	AUX	aux:pass	dangereux
dangereux	ADJ	xcomp	peut
.	PUNCT	punct	peut
Enfin	ADV	ROOT	Enfin
le	DET	det	bâtiment
bâtiment	NOUN	dep	Enfin
vint	VERB	acl	bâtiment
en	ADP	case	vue
vue	NOUN	obl:mod	vint
de	ADP	case	ville
la	DET	det	ville
ville	NOUN	nmod	vue
de	ADP	case	Zanzibar
Zanzibar	PROPN	nmod	ville
,	PUNCT	punct	ville
située	VERB	acl	ville
sur	ADP	case	île
l'	DET	det	île
île	NOUN	obl:arg	située
du	ADP	case	nom
même	ADJ	amod	nom
nom	NOUN	obl:arg	située
,	PUNCT	punct	ville
et	CCONJ	cc	15
le	DET	det	15
15	NUM	conj	ville
avril	NOUN	nmod	15
,	PUNCT	punct	Enfin
à	ADP	case	heures
onze	NUM	nummod	heures
heures	NOUN	obl:mod	laissa
du	ADP	case	matin
matin	NOUN	nmod	heures
,	PUNCT	punct	laissa
il	PRON	expl:subj	laissa
laissa	ADJ	ROOT	laissa
tomber	VERB	xcomp	laissa
l'	DET	det	ancre
ancre	VERB	dep	laissa
dans	ADP	case	port
