Text	POS	Dep	Head
Naples	PROPN	nmod	docteur
,	PUNCT	punct	perdu
a	AUX	aux:tense	perdu
perdu	VERB	ROOT	perdu
la	DET	det	respiration
respiration	NOUN	obj	perdu
.	PUNCT	punct	perdu
Lord	PROPN	det	Glandover
Glandover	PROPN	nsubj	conserve
seul	ADJ	amod	conserve
conserve	VERB	ROOT	conserve
le	DET	det	calme
calme	NOUN	obj	conserve
digne	ADJ	amod	calme
et	CCONJ	cc	serein
serein	NOUN	conj	digne
qui	PRON	nsubj	convient
convient	VERB	acl:relcl	serein
à	ADP	case	rang
son	DET	det	rang
rang	NOUN	obl:arg	convient
.	PUNCT	punct	conserve
Il	PRON	nsubj:pass	convaincu
est	AUX	aux:pass	convaincu
parfaitement	ADV	advmod	convaincu
convaincu	VERB	ROOT	convaincu
,	PUNCT	punct	convaincu
d'	ADP	case	ailleurs
ailleurs	ADV	obl:mod	convaincu
,	PUNCT	punct	convaincu
que	SCONJ	mark	agréablement
le	DET	det	docteur
docteur	NOUN	nsubj	agréablement
Sarrasin	PROPN	acl	docteur
plaisante	ADJ	amod	docteur
agréablement	VERB	ccomp	convaincu
,	PUNCT	punct	agréablement
et	CCONJ	cc	a
n'	ADV	advmod	a
a	VERB	conj	agréablement
pas	ADV	advmod	a
la	DET	det	intention
moindre	ADJ	amod	intention
intention	NOUN	obj	a
de	ADP	mark	réaliser
réaliser	VERB	xcomp	a
un	DET	det	programme
programme	NOUN	obj	réaliser
si	SCONJ	mark	extravagant
extravagant	ADJ	acl	programme
.	PUNCT	punct	convaincu
«	NUM	ROOT	«
S'	SCONJ	mark	permis
il	PRON	nsubj:pass	permis
m'	PRON	iobj	permis
est	AUX	aux:pass	permis
permis	VERB	ROOT	permis
,	PUNCT	punct	permis
toutefois	ADV	advmod	reprit
,	PUNCT	punct	reprit
reprit	VERB	conj	permis
l'	DET	det	orateur
orateur	NOUN	obj	reprit
,	PUNCT	punct	reprit
quand	SCONJ	mark	obtenu
il	PRON	nsubj	obtenu
eut	AUX	aux:tense	obtenu
obtenu	VERB	advcl	reprit
un	DET	det	peu
peu	ADV	obj	obtenu
de	ADP	case	silence
silence	NOUN	nmod	peu
,	PUNCT	punct	obtenu
s'	SCONJ	mark	permis
il	PRON	nsubj:pass	permis
m'	PRON	iobj	permis
est	AUX	aux:pass	permis
permis	VERB	advcl	propose
de	ADP	mark	suggérer
suggérer	VERB	xcomp	permis
un	DET	det	plan
plan	NOUN	obj	suggérer
qu'	SCONJ	mark	aisé
il	PRON	expl:subj	aisé
serait	AUX	aux:pass	aisé
aisé	VERB	acl:relcl	plan
de	ADP	mark	développer
développer	VERB	xcomp	aisé
et	CCONJ	cc	perfectionner
de	ADP	mark	perfectionner
perfectionner	VERB	conj	développer
,	PUNCT	punct	propose
je	PRON	nsubj	propose
propose	VERB	advcl	obtenu
le	DET	det	suivant
suivant	ADJ	obj	propose
.	PUNCT	punct	permis
»	PUNCT	ROOT	»
Ici	ADV	ROOT	Ici
le	DET	det	Congrès
Congrès	NOUN	ROOT	Congrès
,	PUNCT	punct	revenu
revenu	VERB	ROOT	revenu
enfin	ADV	advmod	revenu
au	ADP	case	sang
sang	NOUN	obl:arg	revenu
-	NOUN	ROOT	-
froid	ADJ	ROOT	froid
,	PUNCT	punct	écoute
écoute	NOUN	ROOT	écoute
avec	ADP	case	attention
une	DET	det	attention
attention	NOUN	nmod	écoute
religieuse	ADJ	amod	attention
.	PUNCT	punct	écoute
«	NUM	ROOT	«
Messieurs	NOUN	ROOT	Messieurs
,	PUNCT	punct	Messieurs
parmi	ADP	case	causes
les	DET	det	causes
causes	NOUN	obl:mod	faut
de	ADP	case	maladie
maladie	NOUN	nmod	causes
,	PUNCT	punct	misère
de	ADP	case	misère
misère	NOUN	conj	causes
et	CCONJ	cc	mort
de	ADP	case	mort
mort	NOUN	conj	misère
qui	PRON	nsubj	entourent
nous	PRON	iobj	entourent
entourent	VERB	acl:relcl	mort
,	PUNCT	punct	faut
il	PRON	expl:subj	faut
faut	VERB	ROOT	faut
en	ADP	mark	compter
compter	VERB	xcomp	faut
une	DET	det	laquelle
à	ADP	case	laquelle
laquelle	PRON	obj	compter
je	PRON	nsubj	crois
crois	VERB	acl:relcl	laquelle
rationnel	VERB	xcomp	crois
d'	ADP	mark	attacher
attacher	VERB	xcomp	rationnel
une	DET	det	importance
grande	ADJ	amod	importance
importance	NOUN	obj	attacher
:	PUNCT	punct	faut
ce	PRON	nsubj	conditions
sont	AUX	cop	conditions
les	DET	det	conditions
conditions	NOUN	obl:mod	faut
hygiéniques	ADJ	amod	conditions
déplorables	ADJ	amod	conditions
dans	ADP	case	lesquelles
lesquelles	PRON	obl:mod	déplorables
la	DET	det	plupart
plupart	NOUN	nsubj	placés
des	ADP	case	hommes
hommes	NOUN	nmod	plupart
sont	AUX	aux:pass	placés
placés	VERB	acl	conditions
.	PUNCT	punct	faut
Ils	PRON	nsubj	entassent
s'	PRON	expl:comp	entassent
entassent	VERB	ROOT	entassent
dans	ADP	case	villes
des	DET	det	villes
villes	NOUN	obl:arg	entassent
,	PUNCT	punct	entassent
dans	ADP	case	demeures
des	DET	det	demeures
demeures	NOUN	obl:mod	entassent
souvent	ADV	advmod	privées
privées	VERB	amod	demeures
d'	ADP	case	air
air	NOUN	obl:arg	privées
et	CCONJ	cc	lumière
de	ADP	case	lumière
lumière	NOUN	conj	air
,	PUNCT	punct	demeures
ces	DET	det	agents
deux	NUM	nummod	agents
agents	NOUN	nmod	demeures
indispensables	ADJ	amod	agents
de	ADP	case	vie
la	DET	det	vie
vie	NOUN	nmod	agents
.	PUNCT	punct	entassent
Ces	DET	det	agglomérations
agglomérations	NOUN	nsubj	deviennent
humaines	ADJ	amod	agglomérations
deviennent	VERB	ROOT	deviennent
parfois	ADV	advmod	deviennent
de	DET	det	foyers
véritables	ADJ	amod	foyers
foyers	NOUN	obj	deviennent
d'	ADP	case	infection
infection	NOUN	nmod	foyers
.	PUNCT	punct	deviennent
Ceux	PRON	nsubj:pass	atteints
qui	PRON	nsubj	trouvent
n'	ADV	advmod	trouvent
y	PRON	iobj	trouvent
trouvent	VERB	acl:relcl	Ceux
pas	ADV	advmod	trouvent
la	DET	det	mort
mort	NOUN	obj	trouvent
sont	AUX	aux:pass	atteints
au	ADP	advmod	atteints
moins	ADV	fixed	au
atteints	VERB	ROOT	atteints
dans	ADP	case	santé
leur	DET	det	santé
santé	NOUN	obl:mod	atteints
;	PUNCT	punct	atteints
leur	DET	det	force
force	NOUN	nsubj	diminue
productive	ADJ	amod	force
diminue	VERB	ROOT	diminue
,	PUNCT	punct	diminue
et	CCONJ	cc	perd
la	DET	det	société
société	NOUN	nsubj	perd
perd	VERB	conj	diminue
ainsi	ADV	cc	sommes
de	ADP	det	sommes
grandes	ADJ	amod	sommes
sommes	NOUN	obl:mod	perd
de	ADP	case	travail
travail	NOUN	nmod	sommes
qui	PRON	nsubj	pourraient
pourraient	VERB	acl:relcl	travail
être	AUX	aux:pass	appliquées
appliquées	VERB	xcomp	pourraient
aux	ADP	case	précieux
plus	ADV	advmod	précieux
précieux	NOUN	obl:arg	appliquées
usages	ADJ	amod	précieux
.	PUNCT	punct	diminue
Pourquoi	ADV	advmod	puissant
,	PUNCT	punct	messieurs
messieurs	NOUN	nsubj	puissant
,	PUNCT	punct	essaierions
n'	ADV	advmod	essaierions
essaierions	VERB	nsubj	puissant
-nous	PRON	nsubj	essaierions
pas	ADV	advmod	puissant
du	ADP	det	puissant
plus	ADV	advmod	puissant
puissant	VERB	ROOT	puissant
des	DET	det	moyens
moyens	NOUN	obj	puissant
de	ADP	case	persuasion
persuasion	NOUN	nmod	moyens
...	PUNCT	punct	puissant
de	ADP	case	exemple
l'	DET	det	exemple
exemple	NOUN	obl:mod	puissant
?	PUNCT	punct	puissant
Pourquoi	ADV	advmod	réunirions
ne	ADV	advmod	réunirions
réunirions	VERB	ROOT	réunirions
-nous	PRON	nsubj	réunirions
pas	ADV	advmod	forces
toutes	ADJ	amod	forces
les	DET	det	forces
forces	NOUN	obj	réunirions
de	ADP	case	imagination
notre	DET	det	imagination
imagination	NOUN	nmod	forces
pour	ADP	mark	tracer
tracer	VERB	acl	imagination
le	DET	det	plan
plan	NOUN	obj	tracer
d'	ADP	case	cité
une	DET	det	cité
cité	NOUN	nmod	plan
modèle	NOUN	amod	plan
sur	ADP	case	données
des	DET	det	données
données	NOUN	nmod	modèle
rigoureusement	VERB	amod	données
scientifiques	ADJ	amod	rigoureusement
?	PUNCT	punct	réunirions
...	PUNCT	punct	Oui
(	PUNCT	punct	Oui
Oui	PROPN	ROOT	Oui
!	PUNCT	punct	Oui
oui	NOUN	ROOT	oui
!	PUNCT	punct	oui
c'	PRON	expl:subj	vrai
est	VERB	cop	vrai
vrai	ADJ	ROOT	vrai
!	PUNCT	punct	vrai
)	PUNCT	punct	vrai
Pourquoi	ADV	advmod	capital
ne	ADV	advmod	consacrerions-
consacrerions-	ADV	advmod	capital
nous	PRON	nsubj	capital
pas	ADV	advmod	capital
ensuite	ADV	advmod	capital
le	DET	det	capital
capital	NOUN	ROOT	capital
dont	PRON	dep	disposons
nous	PRON	nsubj	disposons
disposons	VERB	acl:relcl	capital
à	ADP	mark	édifier
édifier	VERB	xcomp	disposons
cette	DET	det	ville
ville	NOUN	obj	édifier
et	CCONJ	cc	présenter
à	ADP	case	présenter
la	PRON	det	présenter
présenter	VERB	conj	ville
au	ADP	case	monde
monde	NOUN	obl:arg	présenter
comme	ADP	case	enseignement
un	DET	det	enseignement
enseignement	NOUN	obl:mod	disposons
pratique	ADJ	amod	enseignement
...	PUNCT	punct	capital
»	PUNCT	ROOT	»
(	PUNCT	punct	»
Oui	PROPN	appos	»
!	PUNCT	punct	»
oui	NOUN	ROOT	oui
!	PUNCT	punct	oui
--	PUNCT	punct	Tonnerre
Tonnerre	NOUN	ROOT	Tonnerre
d'	ADP	case	applaudissements
applaudissements	NOUN	nmod	Tonnerre
.	PUNCT	punct	Tonnerre
)	PUNCT	ROOT	)
Les	DET	det	membres
membres	NOUN	nsubj	serrent
du	ADP	case	Congrès
Congrès	NOUN	nmod	membres
,	PUNCT	punct	Congrès
pris	VERB	acl	membres
d'	ADP	case	transport
un	DET	det	transport
transport	NOUN	obl:arg	pris
de	ADP	mark	folie
folie	VERB	acl	transport
contagieuse	ADJ	xcomp	folie
,	PUNCT	punct	serrent
se	PRON	expl:comp	serrent
serrent	VERB	advcl	jettent
mutuellement	ADV	advmod	serrent
les	DET	det	mains
mains	NOUN	obj	serrent
,	PUNCT	punct	jettent
ils	PRON	nsubj	jettent
se	PRON	expl:comp	jettent
jettent	VERB	ROOT	jettent
sur	ADP	case	docteur
le	DET	det	docteur
docteur	NOUN	obl:arg	jettent
Sarrasin	PROPN	nmod	docteur
,	PUNCT	punct	docteur
l'	DET	det	enlèvent
enlèvent	NOUN	appos	docteur
,	PUNCT	punct	portent
le	DET	det	portent
portent	NOUN	advmod	enlèvent
en	ADP	case	triomphe
triomphe	NOUN	obl:arg	portent
autour	ADV	advmod	triomphe
de	ADP	case	salle
la	DET	det	salle
salle	NOUN	dep	autour
.	PUNCT	punct	jettent
«	NUM	ROOT	«
Messieurs	NOUN	ROOT	Messieurs
,	PUNCT	punct	Messieurs
reprit	VERB	acl	Messieurs
le	DET	det	docteur
docteur	NOUN	obj	reprit
,	PUNCT	punct	Messieurs
lorsqu'	SCONJ	mark	pu
il	PRON	nsubj	pu
eut	AUX	aux:tense	pu
pu	VERB	advcl	voit
réintégrer	VERB	xcomp	pu
sa	DET	det	place
place	NOUN	obj	réintégrer
,	PUNCT	punct	voit
cette	DET	det	cité
cité	NOUN	nsubj	voit
que	SCONJ	mark	voit
chacun	PRON	nsubj	voit
de	ADP	mark	voit
nous	PRON	iobj	voit
voit	VERB	ROOT	voit
déjà	ADV	advmod	voit
par	ADP	case	yeux
les	DET	det	yeux
yeux	NOUN	obl:mod	voit
de	ADP	case	imagination
l'	DET	det	imagination
imagination	NOUN	nmod	yeux
,	PUNCT	punct	yeux
qui	PRON	nsubj	peut
peut	VERB	acl:relcl	yeux
être	AUX	xcomp	peut
dans	ADP	case	mois
quelques	DET	det	mois
mois	NOUN	obl:mod	peut
une	DET	det	réalité
réalité	NOUN	nmod	mois
,	PUNCT	punct	inviterions
cette	DET	det	ville
ville	NOUN	nsubj	inviterions
de	ADP	case	santé
la	DET	det	santé
santé	NOUN	nmod	ville
et	CCONJ	cc	bien-être
du	ADP	case	bien-être
bien-être	NOUN	conj	ville
,	PUNCT	punct	inviterions
nous	PRON	nsubj	inviterions
inviterions	VERB	advcl	répandrions
tous	ADJ	amod	peuples
les	DET	det	peuples
peuples	NOUN	obj	inviterions
à	ADP	mark	venir
venir	VERB	xcomp	inviterions
la	DET	det	visiter
visiter	VERB	obj	venir
,	PUNCT	punct	répandrions
nous	PRON	nsubj	répandrions
en	PRON	expl:comp	répandrions
répandrions	VERB	ROOT	répandrions
dans	ADP	case	langues
toutes	ADJ	amod	langues
les	DET	det	langues
langues	NOUN	obl:mod	répandrions
le	DET	det	plan
plan	NOUN	obj	répandrions
et	CCONJ	cc	description
la	DET	det	description
description	NOUN	conj	plan
,	PUNCT	punct	appellerions
nous	PRON	nsubj	appellerions
y	PRON	expl:comp	appellerions
appellerions	VERB	conj	répandrions
les	DET	det	familles
familles	NOUN	obj	appellerions
honnêtes	ADJ	amod	familles
que	SCONJ	mark	pauvreté
la	DET	det	pauvreté
pauvreté	NOUN	acl:relcl	familles
et	CCONJ	cc	manque
le	DET	det	manque
manque	NOUN	conj	familles
de	ADP	case	travail
travail	NOUN	nmod	manque
auraient	AUX	aux:tense	chassées
chassées	VERB	conj	répandrions
des	DET	det	pays
pays	NOUN	obj	chassées
encombrés	ADJ	acl	pays
.	PUNCT	punct	répandrions
Celles	VERB	ROOT	Celles
aussi	ADV	advmod	Celles
--	PUNCT	punct	étonnerez
vous	PRON	nsubj	étonnerez
ne	ADV	advmod	étonnerez
vous	PRON	iobj	étonnerez
étonnerez	VERB	ROOT	étonnerez
pas	ADV	advmod	étonnerez
que	SCONJ	mark	songe
j'	PRON	nsubj	songe
y	PRON	iobj	songe
songe	VERB	ccomp	étonnerez
--	PROPN	nmod	songe
,	PUNCT	punct	étonnerez
à	ADP	case	qui
qui	PRON	obl:mod	fait
la	DET	det	conquête
conquête	NOUN	nsubj	fait
étrangère	ADJ	amod	conquête
a	AUX	aux:tense	fait
fait	VERB	advcl	étonnerez
une	DET	det	nécessité
cruelle	ADJ	amod	nécessité
nécessité	NOUN	obj	fait
de	ADP	case	exil
l'	DET	det	exil
exil	NOUN	nmod	nécessité
,	PUNCT	punct	fait
trouveraient	ADV	advmod	fait
chez	ADP	case	emploi
nous	PRON	amod	emploi
l'	DET	det	emploi
emploi	NOUN	obl:mod	fait
de	ADP	case	activité
leur	DET	det	activité
activité	NOUN	nmod	emploi
,	PUNCT	punct	étonnerez
l'	DET	det	application
application	NOUN	obj	étonnerez
de	ADP	case	intelligence
leur	DET	det	intelligence
intelligence	NOUN	nmod	application
,	PUNCT	punct	application
et	CCONJ	cc	apporteraient
nous	PRON	nsubj	apporteraient
apporteraient	VERB	conj	étonnerez
ces	DET	det	richesses
richesses	NOUN	amod	fois
morales	ADJ	amod	richesses
,	PUNCT	punct	richesses
plus	ADV	advmod	précieuses
précieuses	NOUN	amod	richesses
mille	ADJ	amod	précieuses
fois	NOUN	obj	apporteraient
que	SCONJ	mark	mines
les	DET	det	mines
mines	NOUN	dep	fois
d'	ADP	case	or
or	NOUN	nmod	mines
et	CCONJ	cc	diamant
de	ADP	case	diamant
diamant	NOUN	conj	or
.	PUNCT	punct	étonnerez
Nous	PRON	nsubj	aurions
aurions	VERB	ROOT	aurions
là	ADV	obj	aurions
de	ADP	case	vastes
vastes	NOUN	obl:arg	là
collèges	NOUN	nmod	vastes
où	PRON	nmod	jeunesse
la	DET	det	jeunesse
jeunesse	NOUN	dep	là
élevée	ADJ	amod	jeunesse
d'	ADP	case	principes
après	ADP	fixed	d'
des	DET	det	principes
principes	NOUN	nmod	jeunesse
sages	NOUN	nmod	principes
,	PUNCT	punct	propres
propres	ADJ	amod	principes
à	ADP	mark	développer
développer	VERB	xcomp	propres
et	CCONJ	cc	équilibrer
à	ADP	mark	équilibrer
équilibrer	VERB	conj	aurions
toutes	ADJ	amod	facultés
les	DET	det	facultés
facultés	NOUN	obj	équilibrer
morales	ADJ	amod	facultés
,	PUNCT	punct	facultés
physiques	ADJ	amod	facultés
et	CCONJ	cc	intellectuelles
intellectuelles	ADJ	conj	physiques
,	PUNCT	punct	préparerait
nous	PRON	nsubj	préparerait
préparerait	VERB	advcl	aurions
des	DET	det	générations
générations	NOUN	obj	préparerait
fortes	NOUN	amod	générations
pour	ADP	case	avenir
l'	DET	det	avenir
avenir	NOUN	obl:mod	préparerait
!	PUNCT	punct	aurions
»	PUNCT	ROOT	»
Il	PRON	expl:subj	faut
faut	VERB	ROOT	faut
renoncer	VERB	xcomp	faut
à	ADP	mark	décrire
décrire	VERB	xcomp	renoncer
le	DET	det	tumulte
tumulte	NOUN	obj	décrire
enthousiaste	VERB	amod	tumulte
qui	PRON	nsubj	suivit
suivit	VERB	acl:relcl	tumulte
cette	DET	det	communication
communication	NOUN	obj	suivit
.	PUNCT	punct	faut
Les	DET	det	applaudissements
applaudissements	NOUN	ROOT	applaudissements
,	PUNCT	punct	hurrahs
les	DET	det	hurrahs
hurrahs	NOUN	conj	applaudissements
,	PUNCT	punct	«
les	DET	det	«
«	NOUN	conj	applaudissements
hip	NOUN	nmod	«
!	PUNCT	punct	applaudissements
hip	NOUN	ROOT	hip
!	PUNCT	punct	hip
»	PUNCT	nsubj	succédèrent
se	PRON	expl:comp	succédèrent
succédèrent	VERB	ROOT	succédèrent
pendant	ADP	case	quart
plus	ADV	advmod	un
d'	ADP	fixed	plus
un	DET	det	quart
quart	NOUN	obl:arg	succédèrent
d'	ADP	case	heure
heure	NOUN	nmod	quart
.	PUNCT	punct	succédèrent
Le	DET	det	docteur
docteur	NOUN	nsubj	peine
Sarrasin	PROPN	flat:name	docteur
était	AUX	cop	peine
à	ADP	case	peine
peine	NOUN	ROOT	peine
parvenu	VERB	acl	peine
à	ADP	mark	rasseoir
se	PRON	expl:comp	rasseoir
rasseoir	VERB	xcomp	parvenu
que	SCONJ	mark	penchant
Lord	PROPN	nsubj	penchant
Glandover	PROPN	flat:name	Lord
,	PUNCT	punct	Lord
se	PRON	expl:comp	penchant
penchant	VERB	ccomp	parvenu
de	ADP	advmod	penchant
nouveau	ADJ	fixed	de
vers	ADP	case	lui
lui	PRON	dep	de
,	PUNCT	punct	murmura
murmura	VERB	conj	penchant
à	ADP	case	oreille
son	DET	det	oreille
oreille	NOUN	obl:arg	murmura
en	ADP	case	clignant
clignant	VERB	nmod	murmura
de	ADP	case	oeil
l'	DET	det	oeil
oeil	NOUN	nmod	clignant
:	PUNCT	punct	peine
«	NOUN	ROOT	«
Bonne	ADJ	amod	spéculation
spéculation	NOUN	ROOT	spéculation
!	PUNCT	punct	spéculation
...	PUNCT	punct	comptez
Vous	PRON	nsubj	comptez
comptez	VERB	ROOT	comptez
sur	ADP	case	revenu
le	DET	det	revenu
revenu	NOUN	obl:mod	comptez
de	ADP	case	octroi
l'	DET	det	octroi
octroi	NOUN	nmod	revenu
,	PUNCT	punct	hein
hein	NOUN	conj	octroi
?	PUNCT	punct	comptez
...	PUNCT	punct	comptez
Affaire	NOUN	nsubj	pourvu
sûre	NOUN	amod	Affaire
,	PUNCT	punct	pourvu
pourvu	VERB	ROOT	pourvu
qu'	SCONJ	mark	lancée
elle	PRON	nsubj:pass	lancée
soit	AUX	cop	lancée
bien	ADV	advmod	lancée
lancée	ADJ	ccomp	pourvu
et	CCONJ	cc	patronnée
patronnée	NOUN	conj	lancée
de	ADP	case	noms
noms	NOUN	nmod	patronnée
choisis	VERB	acl	noms
!	PUNCT	punct	pourvu
...	PUNCT	ROOT	...
Tous	ADJ	amod	convalescents
les	DET	det	convalescents
convalescents	NOUN	ROOT	convalescents
et	CCONJ	cc	valétudinaires
les	DET	det	valétudinaires
valétudinaires	NOUN	conj	convalescents
voudront	VERB	acl:relcl	convalescents
habiter	VERB	xcomp	voudront
là	ADV	obl:arg	habiter
!	PUNCT	punct	convalescents
...	PUNCT	punct	convalescents
J'	PRON	nsubj	espère
espère	VERB	ROOT	espère
que	SCONJ	mark	retiendrez
vous	PRON	nsubj	retiendrez
me	PRON	iobj	retiendrez
retiendrez	VERB	ccomp	espère
un	DET	det	lot
bon	ADJ	amod	lot
lot	NOUN	obj	retiendrez
de	ADP	case	terrain
terrain	NOUN	nmod	lot
,	PUNCT	punct	retiendrez
n'	ADV	advmod	pas
est	AUX	fixed	n'
-ce	PRON	advmod	pas
pas	ADV	advmod	retiendrez
?	PUNCT	punct	espère
»	PUNCT	ROOT	»
Le	DET	det	pauvre
pauvre	NOUN	nsubj	allait
docteur	ADJ	amod	pauvre
,	PUNCT	punct	pauvre
blessé	VERB	acl	pauvre
de	ADP	case	obstination
cette	DET	det	obstination
obstination	NOUN	obl:agent	blessé
à	ADP	mark	donner
donner	VERB	acl	obstination
à	ADP	case	actions
ses	DET	det	actions
actions	NOUN	obl:arg	donner
un	DET	det	mobile
mobile	NOUN	obj	donner
cupide	ADJ	amod	mobile
,	PUNCT	punct	allait
allait	VERB	ROOT	allait
cette	DET	det	fois
fois	NOUN	obl:mod	allait
répondre	VERB	xcomp	allait
à	ADP	case	Seigneurie
Sa	DET	det	Seigneurie
Seigneurie	PROPN	obl:arg	répondre
,	PUNCT	punct	allait
lorsqu'	SCONJ	mark	entendit
il	PRON	nsubj	entendit
entendit	VERB	advcl	allait
le	DET	det	vice-président
vice-président	NOUN	obj	entendit
réclamer	VERB	xcomp	entendit
un	DET	det	vote
vote	NOUN	obj	réclamer
de	ADP	case	remerciement
remerciement	NOUN	nmod	vote
par	ADP	case	acclamation
acclamation	NOUN	nmod	vote
pour	ADP	case	auteur
l'	DET	det	auteur
auteur	NOUN	nmod	vote
de	ADP	case	philanthropique
la	DET	det	philanthropique
philanthropique	NOUN	nmod	auteur
proposition	NOUN	amod	philanthropique
qui	PRON	nsubj	venait
venait	VERB	acl:relcl	auteur
d'	ADP	mark	soumise
être	AUX	aux:pass	soumise
soumise	ADJ	xcomp	venait
à	ADP	case	assemblée
l'	DET	det	assemblée
assemblée	NOUN	obl:arg	soumise
.	PUNCT	punct	allait
«	ADJ	ROOT	«
Ce	DET	advcl	fallait
serait	AUX	obj	dit
,	PUNCT	punct	dit
dit	VERB	acl:relcl	Ce
-il	PRON	dep	dit
,	PUNCT	punct	dit
l'	DET	det	éternel
éternel	NOUN	nsubj	sublime
honneur	NOUN	amod	éternel
du	ADP	case	Congrès
Congrès	NOUN	nmod	éternel
de	ADP	case	Brighton
Brighton	PROPN	nmod	Congrès
qu'	SCONJ	advmod	idée
une	DET	det	idée
idée	NOUN	dep	éternel
si	SCONJ	mark	sublime
sublime	VERB	advcl	dit
y	PRON	advmod	pris
eût	ADV	fixed	y
pris	VERB	advcl	sublime
naissance	NOUN	xcomp	pris
,	PUNCT	punct	fallait
il	PRON	expl:subj	fallait
ne	ADV	advmod	fallait
fallait	VERB	ROOT	fallait
pas	ADV	advmod	moins
moins	ADV	obj	fallait
pour	ADP	mark	concevoir
la	PRON	det	concevoir
concevoir	VERB	obl:mod	fallait
que	SCONJ	mark	intelligence
la	DET	det	haute
plus	ADV	advmod	haute
haute	NOUN	nsubj	intelligence
intelligence	ADJ	ccomp	concevoir
unie	NOUN	advmod	intelligence
au	ADP	case	coeur
plus	ADV	advmod	grand
grand	ADJ	amod	coeur
coeur	NOUN	obl:mod	intelligence
et	CCONJ	cc	générosité
à	ADP	case	générosité
la	DET	det	générosité
générosité	NOUN	conj	coeur
la	DET	det	inouïe
plus	ADV	advmod	inouïe
inouïe	ADJ	conj	intelligence
...	PUNCT	punct	fallait
Et	CCONJ	cc	étonnait
pourtant	ADV	advmod	étonnait
,	PUNCT	punct	étonnait
maintenant	ADV	advmod	suggérée
que	SCONJ	mark	suggérée
l'	DET	det	idée
idée	NOUN	nsubj:pass	suggérée
était	AUX	aux:pass	suggérée
suggérée	VERB	advcl	étonnait
,	PUNCT	punct	étonnait
on	PRON	nsubj	étonnait
s'	PRON	expl:comp	étonnait
étonnait	VERB	ROOT	étonnait
presque	ADV	advmod	étonnait
qu'	SCONJ	mark	mise
elle	PRON	nsubj:pass	mise
n'	ADV	advmod	mise
eût	ADV	advmod	mise
pas	ADV	advmod	mise
déjà	ADV	advmod	mise
été	AUX	aux:pass	mise
mise	VERB	ccomp	étonnait
en	ADP	case	pratique
pratique	NOUN	obl:arg	mise
!	PUNCT	punct	étonnait
Combien	ADV	ROOT	Combien
de	ADP	case	milliards
milliards	NOUN	nmod	Combien
dépensés	VERB	acl	milliards
en	ADP	case	folles
folles	NOUN	obl:arg	dépensés
guerres	ADJ	amod	folles
,	PUNCT	punct	milliards
combien	ADV	advmod	pu
de	ADP	case	capitaux
capitaux	NOUN	nsubj	pu
dissipés	VERB	acl	capitaux
en	ADP	case	spéculations
spéculations	NOUN	obl:mod	dissipés
ridicules	ADJ	amod	spéculations
auraient	AUX	aux:tense	pu
pu	VERB	acl:relcl	milliards
être	AUX	aux:pass	consacrés
consacrés	VERB	xcomp	pu
à	ADP	case	essai
un	DET	det	essai
tel	ADJ	amod	essai
essai	NOUN	obl:arg	consacrés
!	PUNCT	punct	Combien
»	PUNCT	ROOT	»
L'	DET	det	orateur
orateur	NOUN	nsubj	demandait
,	PUNCT	punct	orateur
en	ADP	case	terminant
terminant	VERB	nmod	orateur
,	PUNCT	punct	demandait
demandait	VERB	ROOT	demandait
,	PUNCT	punct	demandait
pour	ADP	case	cité
la	DET	det	cité
cité	NOUN	obl:mod	demandait
nouvelle	ADJ	amod	cité
,	PUNCT	punct	demandait
comme	ADP	case	hommage
un	DET	det	hommage
juste	ADJ	amod	hommage
hommage	NOUN	obl:mod	demandait
à	ADP	case	fondateur
son	DET	det	fondateur
fondateur	NOUN	nmod	hommage
,	PUNCT	punct	demandait
le	DET	det	nom
nom	NOUN	obj	demandait
de	ADP	case	«
«	NUM	nmod	nom
Sarrasina	PROPN	obl:arg	demandait
»	PUNCT	punct	demandait
.	PUNCT	punct	demandait
Sa	DET	det	motion
motion	NOUN	nsubj	acclamée
était	AUX	cop	acclamée
déjà	ADV	advmod	acclamée
acclamée	NOUN	ROOT	acclamée
,	PUNCT	punct	acclamée
lorsqu'	SCONJ	mark	fallut
il	PRON	expl:subj	fallut
fallut	VERB	advcl	acclamée
revenir	VERB	xcomp	fallut
sur	ADP	case	vote
le	DET	det	vote
vote	NOUN	obl:arg	revenir
,	PUNCT	punct	fallut
à	ADP	case	requête
la	DET	det	requête
requête	NOUN	obl:mod	fallut
du	ADP	case	docteur
docteur	NOUN	nmod	requête
Sarrasin	PROPN	nmod	requête
lui-même	PRON	dep	Sarrasin
.	PUNCT	punct	acclamée
«	ADJ	ROOT	«
Non	ADV	advmod	dit
,	PUNCT	punct	dit
dit	VERB	nsubj	a
-il	PRON	dep	dit
,	PUNCT	punct	dit
mon	DET	det	nom
nom	NOUN	obj	dit
n'	ADV	advmod	a
a	VERB	ROOT	a
rien	PRON	obj	a
à	ADP	mark	faire
faire	VERB	acl	rien
en	ADP	case	ceci
ceci	PRON	obl:arg	faire
.	PUNCT	punct	a
Gardons	NOUN	ROOT	Gardons
nous	PRON	amod	Gardons
aussi	ADV	advmod	Gardons
d'	ADP	mark	affubler
affubler	VERB	xcomp	Gardons
la	DET	det	future
future	NOUN	obj	affubler
ville	NOUN	nmod	future
d'	ADP	case	aucune
