Text	POS	Dep	Head
.	PUNCT	punct	pénétra
Phileas	PROPN	nsubj	achevait
Fogg	PROPN	flat:name	Phileas
achevait	VERB	ROOT	achevait
alors	ADV	advmod	achevait
le	DET	det	trente-troisième
trente-troisième	NOUN	obj	achevait
robre	NOUN	nmod	trente-troisième
de	ADP	case	journée
la	DET	det	journée
journée	NOUN	nmod	trente-troisième
,	PUNCT	punct	trente-troisième
et	CCONJ	cc	partenaire
son	DET	det	partenaire
partenaire	NOUN	conj	trente-troisième
et	CCONJ	cc	lui
lui	PRON	conj	partenaire
,	PUNCT	punct	trente-troisième
grâce	NOUN	case	manoeuvre
à	ADP	fixed	grâce
une	DET	det	manoeuvre
manoeuvre	NOUN	obl:mod	achevait
audacieuse	ADJ	amod	manoeuvre
,	PUNCT	punct	manoeuvre
ayant	AUX	aux:tense	fait
fait	VERB	acl	manoeuvre
les	DET	det	levées
treize	NUM	nummod	levées
levées	NOUN	obj	fait
,	PUNCT	punct	manoeuvre
terminèrent	ADV	amod	manoeuvre
cette	DET	det	traversée
belle	ADJ	amod	traversée
traversée	VERB	acl	manoeuvre
par	ADP	case	chelem
un	DET	det	chelem
chelem	NOUN	obl:agent	traversée
admirable	ADJ	amod	chelem
.	PUNCT	punct	achevait
Le	DET	det	Mongolia
Mongolia	NOUN	nsubj	devait
ne	ADV	advmod	devait
devait	VERB	ROOT	devait
arriver	VERB	xcomp	devait
que	SCONJ	mark	22
le	DET	det	22
22	NUM	dep	arriver
octobre	NOUN	nmod	22
à	ADP	case	Bombay
Bombay	PROPN	nmod	22
.	PUNCT	punct	devait
Or	CCONJ	cc	arrivait
,	PUNCT	punct	arrivait
il	PRON	expl:subj	arrivait
y	PRON	expl:comp	arrivait
arrivait	VERB	ROOT	arrivait
le	DET	det	20
20	NUM	obj	arrivait
.	PUNCT	punct	arrivait
C'	PRON	nsubj	départ
était	AUX	cop	départ
donc	ADV	advmod	était
,	PUNCT	punct	départ
depuis	ADP	case	départ
son	DET	det	départ
départ	NOUN	ROOT	départ
de	ADP	case	Londres
Londres	PROPN	nmod	départ
,	PUNCT	punct	départ
un	DET	det	gain
gain	NOUN	appos	départ
de	ADP	case	jours
deux	NUM	nummod	jours
jours	NOUN	nmod	gain
,	PUNCT	punct	départ
que	SCONJ	mark	inscrivit
Phileas	PROPN	nsubj	inscrivit
Fogg	PROPN	flat:name	Phileas
inscrivit	VERB	acl	départ
méthodiquement	NOUN	obj	inscrivit
sur	ADP	case	itinéraire
son	DET	det	itinéraire
itinéraire	NOUN	obl:arg	inscrivit
à	ADP	case	colonne
la	DET	det	colonne
colonne	NOUN	obl:arg	inscrivit
des	ADP	case	bénéfices
bénéfices	NOUN	nmod	colonne
.	PUNCT	punct	départ
                                	SPACE	ROOT	                                
X	NOUN	ROOT	X
                       	SPACE	ROOT	                       
--------------------	PUNCT	ROOT	--------------------
            	SPACE	ROOT	            
OÙ	PRON	nmod	PASSEPARTOUT
PASSEPARTOUT	PROPN	nsubj	HEUREUX
EST	AUX	cop	HEUREUX
TROP	ADV	advmod	HEUREUX
HEUREUX	ADJ	ROOT	HEUREUX
D'	ADP	case	ÊTRE
EN	PRON	fixed	D'
ÊTRE	AUX	ROOT	ÊTRE
                  	SPACE	ROOT	                  
QUITTE	NOUN	ROOT	QUITTE
EN	ADP	mark	PERDANT
PERDANT	VERB	nmod	QUITTE
SA	DET	det	CHAUSSURE
CHAUSSURE	ADJ	obj	PERDANT
Personne	NOUN	nsubj	ignore
n'	ADV	advmod	ignore
ignore	VERB	ROOT	ignore
que	SCONJ	mark	comprend
l'	DET	det	Inde
Inde	PROPN	nsubj	comprend
--	PUNCT	punct	Inde
ce	DET	det	triangle
grand	ADJ	amod	triangle
triangle	NOUN	nmod	Inde
renversé	VERB	acl	triangle
dont	PRON	nmod	base
la	DET	det	base
base	NOUN	nsubj	nord
est	AUX	cop	nord
au	ADP	case	nord
nord	NOUN	acl:relcl	triangle
et	CCONJ	cc	pointe
la	DET	det	pointe
pointe	NOUN	conj	nord
au	ADP	case	sud
sud	NOUN	nmod	pointe
--	PUNCT	nsubj	comprend
comprend	VERB	ccomp	ignore
une	DET	det	superficie
superficie	NOUN	obj	comprend
de	ADP	case	mille
quatorze	NUM	nummod	mille
cent	NUM	fixed	quatorze
mille	DET	nummod	milles
milles	NOUN	obj	comprend
carrés	VERB	amod	milles
,	PUNCT	punct	milles
sur	ADP	case	laquelle
laquelle	PRON	obl:mod	répandue
est	AUX	aux:pass	répandue
inégalement	ADV	advmod	répandue
répandue	VERB	acl:relcl	milles
une	DET	det	population
population	NOUN	obj	répandue
de	ADP	case	cent
cent	NUM	nmod	population
quatre-vingts	NUM	nummod	millions
millions	NOUN	obl:mod	répandue
d'	ADP	case	habitants
habitants	NOUN	nmod	millions
.	PUNCT	punct	ignore
Le	DET	det	gouvernement
gouvernement	NOUN	nsubj	exerce
britannique	ADJ	amod	gouvernement
exerce	VERB	ROOT	exerce
une	DET	det	domination
domination	NOUN	obj	exerce
réelle	ADJ	amod	domination
sur	ADP	case	certaine
une	DET	det	certaine
certaine	NOUN	obl:arg	exerce
partie	NOUN	nmod	certaine
de	ADP	case	immense
cet	DET	det	immense
immense	NOUN	nmod	certaine
pays	ADJ	amod	immense
.	PUNCT	punct	exerce
Il	PRON	nsubj	entretient
entretient	VERB	ROOT	entretient
un	DET	det	gouverneur
gouverneur	NOUN	obj	entretient
général	ADJ	amod	gouverneur
à	ADP	case	Calcutta
Calcutta	PROPN	nmod	gouverneur
,	PUNCT	punct	gouverneurs
des	DET	det	gouverneurs
gouverneurs	NOUN	conj	gouverneur
à	ADP	case	Madras
Madras	NOUN	nmod	gouverneurs
,	PUNCT	punct	entretient
à	ADP	case	Bombay
Bombay	PROPN	obl:mod	entretient
,	PUNCT	punct	entretient
au	ADP	case	Bengale
Bengale	PROPN	obl:mod	entretient
,	PUNCT	punct	entretient
et	CCONJ	cc	lieutenant
un	DET	det	lieutenant
lieutenant	NOUN	conj	entretient
-	NOUN	nmod	lieutenant
gouverneur	NOUN	nmod	lieutenant
à	ADP	case	Agra
Agra	PROPN	nmod	gouverneur
.	PUNCT	punct	entretient
Mais	CCONJ	cc	anglaise
l'	DET	det	Inde
Inde	PROPN	nsubj	anglaise
anglaise	ADJ	ROOT	anglaise
proprement	ADV	advmod	dite
dite	VERB	acl	anglaise
ne	ADV	advmod	compte
compte	VERB	xcomp	dite
qu'	SCONJ	mark	superficie
une	DET	det	superficie
superficie	NOUN	dep	anglaise
de	ADP	case	cent
sept	NUM	nummod	cent
cent	DET	nmod	superficie
mille	PRON	nummod	milles
milles	NOUN	appos	superficie
carrés	ADJ	amod	milles
et	CCONJ	cc	population
une	DET	det	population
population	NOUN	conj	milles
de	ADP	case	cent
cent	NUM	nmod	population
à	ADP	case	cent
cent	PRON	nmod	population
dix	NUM	nummod	millions
millions	NOUN	obj	milles
d'	ADP	case	habitants
habitants	NOUN	nmod	millions
.	PUNCT	punct	anglaise
C'	PRON	nsubj	dire
est	AUX	cop	dire
assez	ADV	advmod	dire
dire	VERB	ROOT	dire
qu'	SCONJ	mark	échappe
une	DET	det	partie
notable	ADJ	amod	partie
partie	NOUN	nsubj	échappe
du	ADP	case	territoire
territoire	NOUN	nmod	partie
échappe	VERB	ccomp	dire
encore	ADV	advmod	échappe
à	ADP	case	autorité
l'	DET	det	autorité
autorité	NOUN	obl:arg	échappe
de	ADP	case	reine
la	DET	det	reine
reine	NOUN	nmod	autorité
;	PUNCT	punct	dire
et	CCONJ	cc	absolue
,	PUNCT	punct	absolue
en	ADP	case	effet
effet	NOUN	obl:mod	absolue
,	PUNCT	punct	absolue
chez	ADP	case	rajahs
certains	PRON	expl:comp	rajahs
rajahs	VERB	obl:mod	absolue
de	ADP	case	intérieur
l'	DET	det	intérieur
intérieur	NOUN	nmod	rajahs
,	PUNCT	punct	farouches
farouches	NOUN	conj	intérieur
et	CCONJ	cc	terribles
terribles	ADJ	conj	farouches
,	PUNCT	punct	absolue
l'	DET	det	indépendance
indépendance	NOUN	nsubj	absolue
indoue	VERB	nmod	indépendance
est	AUX	cop	absolue
encore	ADV	advmod	absolue
absolue	VERB	ROOT	absolue
.	PUNCT	punct	absolue
Depuis	ADP	case	1756
1756	NUM	obl:mod	toute-puissante
--	PUNCT	punct	toute-puissante
époque	NOUN	dep	toute-puissante
à	ADP	case	laquelle
laquelle	PRON	dep	fondé
fut	AUX	aux:pass	fondé
fondé	VERB	acl:relcl	époque
le	DET	det	établissement
premier	ADJ	amod	établissement
établissement	NOUN	obj	fondé
anglais	VERB	amod	établissement
sur	ADP	case	emplacement
l'	DET	det	emplacement
emplacement	NOUN	obl:arg	fondé
aujourd'hui	ADV	advmod	emplacement
occupé	VERB	acl	emplacement
par	ADP	case	ville
la	DET	det	ville
ville	NOUN	obl:agent	occupé
de	ADP	case	Madras
Madras	NOUN	nmod	ville
--	PUNCT	nmod	ville
jusqu'	ADP	case	année
à	ADP	case	année
cette	DET	det	année
année	NOUN	nmod	ville
dans	ADP	case	laquelle
laquelle	PRON	obl:mod	éclata
éclata	VERB	acl:relcl	année
la	DET	det	insurrection
grande	ADJ	amod	insurrection
insurrection	NOUN	nmod	éclata
des	ADP	case	cipayes
cipayes	NOUN	nmod	insurrection
,	PUNCT	punct	toute-puissante
la	DET	det	Compagnie
célèbre	ADJ	amod	Compagnie
Compagnie	PROPN	nsubj:pass	toute-puissante
des	ADP	case	Indes
Indes	NOUN	nmod	Compagnie
fut	AUX	cop	toute-puissante
toute-puissante	VERB	ROOT	toute-puissante
.	PUNCT	punct	toute-puissante
Elle	PRON	nsubj	annexait
s'	PRON	expl:comp	annexait
annexait	VERB	ROOT	annexait
peu	ADV	advmod	annexait
à	ADP	case	provinces
peu	ADV	fixed	à
les	DET	det	provinces
diverses	ADJ	amod	provinces
provinces	NOUN	obl:mod	annexait
,	PUNCT	punct	annexait
achetées	VERB	advcl	annexait
aux	ADP	case	rajahs
rajahs	VERB	xcomp	achetées
au	ADP	case	prix
prix	NOUN	obl:arg	rajahs
de	ADP	case	rentes
rentes	NOUN	nmod	prix
qu'	PRON	obj	payait
elle	PRON	nsubj	payait
payait	VERB	acl:relcl	prix
peu	ADV	advmod	payait
ou	CCONJ	cc	point
point	NOUN	conj	peu
;	PUNCT	punct	annexait
elle	PRON	nsubj	nommait
nommait	VERB	ROOT	nommait
son	DET	det	gouverneur
gouverneur	NOUN	obj	nommait
général	ADJ	amod	gouverneur
et	CCONJ	cc	employés
tous	ADJ	amod	employés
ses	DET	det	employés
employés	NOUN	conj	gouverneur
civils	ADJ	amod	employés
ou	CCONJ	cc	militaires
militaires	ADJ	conj	civils
;	PUNCT	punct	nommait
mais	CCONJ	cc	existe
maintenant	ADV	advmod	existe
elle	PRON	nsubj	existe
n'	ADV	advmod	existe
existe	VERB	ROOT	existe
plus	ADV	advmod	existe
,	PUNCT	punct	existe
et	CCONJ	cc	relèvent
les	DET	det	possessions
possessions	NOUN	nsubj	relèvent
anglaises	ADJ	amod	possessions
de	ADP	case	Inde
l'	DET	det	Inde
Inde	PROPN	nmod	possessions
relèvent	VERB	conj	existe
directement	ADV	advmod	relèvent
de	ADP	case	couronne
la	DET	det	couronne
couronne	NOUN	obl:arg	relèvent
.	PUNCT	punct	existe
Aussi	ADV	advmod	aspect
l'	DET	det	aspect
aspect	NOUN	ROOT	aspect
,	PUNCT	punct	aspect
les	DET	det	moeurs
moeurs	NOUN	obl:mod	tendent
,	PUNCT	punct	tendent
les	DET	det	divisions
divisions	NOUN	nsubj	tendent
ethnographiques	ADJ	amod	divisions
de	ADP	case	péninsule
la	DET	det	péninsule
péninsule	NOUN	nmod	divisions
tendent	ADV	advcl	aspect
à	ADP	mark	modifier
se	PRON	iobj	modifier
modifier	VERB	xcomp	tendent
chaque	DET	det	jour
jour	NOUN	obj	modifier
.	PUNCT	punct	aspect
Autrefois	PROPN	obl:mod	voyageait
,	PUNCT	punct	voyageait
on	PRON	nsubj	voyageait
y	PRON	expl:comp	voyageait
voyageait	VERB	ROOT	voyageait
par	ADP	case	antiques
tous	ADJ	amod	antiques
les	DET	det	antiques
antiques	NOUN	obl:agent	voyageait
moyens	ADJ	amod	antiques
de	ADP	case	transport
transport	NOUN	nmod	antiques
,	PUNCT	punct	antiques
à	ADP	case	pied
pied	NOUN	nmod	antiques
,	PUNCT	punct	voyageait
à	ADP	case	cheval
cheval	NOUN	obl:mod	voyageait
,	PUNCT	punct	cheval
en	ADP	case	charrette
charrette	NOUN	nmod	cheval
,	PUNCT	punct	cheval
en	ADP	case	brouette
brouette	NOUN	nmod	cheval
,	PUNCT	punct	palanquin
en	ADP	case	palanquin
palanquin	NOUN	conj	brouette
,	PUNCT	punct	cheval
à	ADP	case	dos
dos	NOUN	nmod	cheval
d'	ADP	case	homme
homme	NOUN	nmod	dos
,	PUNCT	punct	coach
en	ADP	case	coach
coach	NOUN	conj	dos
,	PUNCT	punct	voyageait
etc.	ADV	advmod	voyageait
Maintenant	ADV	advmod	parcourent
,	PUNCT	punct	parcourent
des	DET	det	steamboats
steamboats	NOUN	nsubj	parcourent
parcourent	VERB	advmod	voyageait
à	ADP	case	vitesse
grande	ADJ	amod	vitesse
vitesse	NOUN	obl:arg	parcourent
l'	DET	det	Indus
Indus	PROPN	obj	parcourent
,	PUNCT	punct	Indus
le	DET	det	Gange
Gange	PROPN	conj	Indus
,	PUNCT	punct	parcourent
et	CCONJ	cc	chemin
un	DET	det	chemin
chemin	NOUN	conj	parcourent
de	ADP	case	fer
fer	NOUN	nmod	chemin
,	PUNCT	punct	chemin
qui	PRON	nsubj	traverse
traverse	VERB	acl:relcl	chemin
l'	DET	det	Inde
Inde	PROPN	obl:arg	traverse
dans	ADP	case	largeur
toute	ADJ	amod	largeur
sa	DET	det	largeur
largeur	NOUN	obl:mod	traverse
en	ADP	mark	ramifiant
se	PRON	expl:comp	ramifiant
ramifiant	VERB	acl	largeur
sur	ADP	case	parcours
son	DET	det	parcours
parcours	NOUN	obl:arg	ramifiant
,	PUNCT	punct	met
met	VERB	conj	voyageait
Bombay	PROPN	obj	met
à	ADP	case	jours
trois	NUM	nummod	jours
jours	NOUN	obl:arg	met
seulement	ADV	advmod	met
de	ADP	case	Calcutta
Calcutta	PROPN	obl:arg	met
.	PUNCT	punct	voyageait
Le	DET	det	tracé
tracé	NOUN	nsubj	suit
de	ADP	case	chemin
ce	DET	det	chemin
chemin	NOUN	nmod	tracé
de	ADP	case	fer
fer	NOUN	nmod	chemin
ne	ADV	advmod	suit
suit	VERB	ROOT	suit
pas	ADV	advmod	suit
la	DET	det	ligne
ligne	NOUN	obj	suit
droite	NOUN	acl	ligne
à	ADP	case	Inde
travers	NOUN	fixed	à
l'	DET	det	Inde
Inde	PROPN	obl:mod	suit
.	PUNCT	punct	suit
La	DET	det	distance
distance	NOUN	nsubj	emploieraient
à	ADP	case	vol
vol	NOUN	nmod	distance
d'	ADP	case	oiseau
oiseau	NOUN	nmod	vol
n'	ADV	advmod	emploieraient
est	VERB	dep	n'
que	ADV	advmod	mille
de	ADP	case	mille
mille	PRON	nummod	cents
à	ADP	case	onze
onze	NUM	nummod	cents
cents	NOUN	nsubj	emploieraient
milles	ADJ	amod	cents
,	PUNCT	punct	cents
et	CCONJ	cc	trains
des	ADP	case	trains
trains	NOUN	conj	cents
,	PUNCT	punct	trains
animés	VERB	acl	trains
d'	ADP	case	vitesse
une	DET	det	vitesse
vitesse	NOUN	obl:agent	animés
moyenne	ADJ	amod	vitesse
seulement	ADV	advmod	moyenne
,	PUNCT	punct	emploieraient
n'	ADV	advmod	emploieraient
emploieraient	VERB	ROOT	emploieraient
pas	ADV	advmod	emploieraient
trois	NUM	nummod	jours
jours	NOUN	obj	emploieraient
à	ADP	case	franchir
la	DET	det	franchir
franchir	NOUN	nmod	jours
;	PUNCT	punct	emploieraient
mais	CCONJ	cc	accrue
cette	DET	det	distance
distance	NOUN	nsubj:pass	accrue
est	AUX	aux:pass	accrue
accrue	VERB	ROOT	accrue
d'	ADP	case	tiers
un	DET	det	tiers
tiers	NOUN	obl:arg	accrue
,	PUNCT	punct	accrue
au	ADP	advmod	accrue
moins	ADV	fixed	au
,	PUNCT	punct	accrue
par	ADP	case	corde
la	DET	det	corde
corde	NOUN	obl:mod	accrue
que	SCONJ	mark	décrit
décrit	VERB	acl	corde
le	DET	det	railway
railway	NOUN	nsubj	décrit
en	ADP	mark	élevant
s'	PRON	expl:comp	élevant
élevant	VERB	advcl	décrit
jusqu'	ADP	case	Allahabad
à	ADP	case	Allahabad
Allahabad	PROPN	obl:arg	élevant
dans	ADP	case	nord
le	DET	det	nord
nord	NOUN	nmod	Allahabad
de	ADP	case	péninsule
la	DET	det	péninsule
péninsule	NOUN	nmod	nord
.	PUNCT	punct	accrue
Voici	PROPN	ROOT	Voici
,	PUNCT	punct	tracé
en	ADP	case	somme
somme	NOUN	obl:mod	tracé
,	PUNCT	punct	tracé
le	DET	det	tracé
tracé	NOUN	conj	Voici
à	ADP	case	points
grands	ADJ	amod	points
points	NOUN	nmod	tracé
du	ADP	case	«
«	NUM	nmod	points
Great	PROPN	appos	«
Indian	PROPN	flat:name	Great
peninsular	VERB	acl	points
railway	NOUN	appos	points
»	PUNCT	punct	railway
.	PUNCT	ROOT	.
En	ADP	mark	quittant
quittant	VERB	advcl	traverse
l'	DET	det	île
île	NOUN	obj	quittant
de	ADP	case	Bombay
Bombay	PROPN	nmod	île
,	PUNCT	punct	traverse
il	PRON	nsubj	traverse
traverse	VERB	advcl	franchit
Salcette	PROPN	xcomp	traverse
,	PUNCT	punct	Salcette
saute	NOUN	xcomp	traverse
sur	ADP	case	continent
le	DET	det	continent
continent	NOUN	obl:arg	saute
en	ADP	case	face
face	NOUN	obl:mod	saute
de	ADP	case	Tannah
Tannah	PROPN	nmod	face
,	PUNCT	punct	franchit
franchit	VERB	ROOT	franchit
la	DET	det	chaîne
chaîne	NOUN	obj	franchit
des	ADP	case	Ghâtes
Ghâtes	NOUN	nmod	chaîne
-	PROPN	obl:arg	franchit
Occidentales	PROPN	obl:arg	franchit
,	PUNCT	punct	franchit
court	ADJ	advmod	franchit
au	ADP	case	nord-est
nord-est	PROPN	obl:arg	court
jusqu'	ADP	case	Burhampour
à	ADP	case	Burhampour
Burhampour	PROPN	nmod	nord-est
,	PUNCT	punct	sillonne
sillonne	VERB	parataxis	franchit
le	DET	det	territoire
territoire	NOUN	obj	sillonne
à	ADP	mark	indépendant
peu	ADV	fixed	à
près	ADV	advmod	indépendant
indépendant	VERB	xcomp	sillonne
du	ADP	case	Bundelkund
Bundelkund	PROPN	obl:arg	indépendant
,	PUNCT	punct	élève
s'	PRON	expl:comp	élève
élève	VERB	advcl	infléchit
jusqu'	ADP	case	Allahabad
à	ADP	case	Allahabad
Allahabad	PROPN	obl:arg	élève
,	PUNCT	punct	infléchit
s'	PRON	expl:comp	infléchit
infléchit	VERB	ROOT	infléchit
vers	ADP	case	est
l'	DET	det	est
est	NOUN	obl:arg	infléchit
,	PUNCT	punct	est
rencontre	NOUN	xcomp	infléchit
le	DET	det	Gange
Gange	NOUN	nmod	rencontre
à	ADP	case	Bénarès
Bénarès	PROPN	obl:mod	rencontre
,	PUNCT	punct	écarte
s'	PRON	expl:comp	écarte
en	ADP	case	écarte
écarte	NOUN	conj	rencontre
légèrement	ADV	advmod	écarte
,	PUNCT	punct	rencontre
et	CCONJ	cc	redescendant
,	PUNCT	punct	redescendant
redescendant	VERB	conj	rencontre
au	ADP	case	sud-est
sud-est	NOUN	obl:arg	redescendant
par	ADP	case	Burdivan
Burdivan	PROPN	nmod	sud-est
et	CCONJ	cc	fait
la	DET	det	ville
ville	NOUN	nsubj	fait
française	ADJ	amod	ville
de	ADP	case	Chandernagor
Chandernagor	PROPN	nmod	ville
,	PUNCT	punct	fait
il	PRON	nsubj	fait
fait	VERB	conj	redescendant
tête	NOUN	obj	fait
de	ADP	case	ligne
ligne	NOUN	obl:arg	fait
à	ADP	case	Calcutta
Calcutta	PROPN	obl:arg	fait
.	PUNCT	punct	infléchit
C'	PRON	nsubj	heures
était	AUX	cop	heures
à	ADP	case	heures
quatre	NUM	nummod	heures
heures	NOUN	obl:mod	partait
et	CCONJ	amod	heures
demie	NOUN	fixed	et
du	ADP	case	soir
soir	NOUN	nmod	heures
que	SCONJ	mark	débarqué
les	DET	det	passagers
passagers	NOUN	nsubj	débarqué
du	ADP	case	Mongolia
Mongolia	NOUN	nmod	passagers
avaient	AUX	aux:tense	débarqué
débarqué	VERB	acl	soir
à	ADP	case	Bombay
Bombay	PROPN	obl:mod	débarqué
,	PUNCT	punct	débarqué
et	CCONJ	cc	train
le	DET	det	train
train	NOUN	nsubj	partait
de	ADP	case	Calcutta
Calcutta	PROPN	nmod	train
partait	VERB	ROOT	partait
à	ADP	case	heures
huit	NUM	nummod	heures
heures	NOUN	obl:arg	partait
précises	ADJ	amod	heures
.	PUNCT	punct	partait
Mr.	NOUN	dep	recommanda
Fogg	PROPN	flat:name	Mr.
prit	VERB	flat:name	Mr.
donc	ADV	advmod	prit
congé	NOUN	flat:name	Mr.
de	ADP	case	partenaires
ses	DET	det	partenaires
partenaires	NOUN	obl:arg	congé
,	PUNCT	punct	Mr.
quitta	SCONJ	advmod	Mr.
le	DET	det	paquebot
paquebot	NOUN	dep	quitta
,	PUNCT	punct	Mr.
donna	VERB	acl	Mr.
à	ADP	case	domestique
son	DET	det	domestique
domestique	NOUN	obl:arg	donna
le	DET	det	détail
détail	NOUN	obj	donna
de	ADP	case	emplettes
quelques	DET	det	emplettes
emplettes	VERB	nmod	détail
à	ADP	mark	faire
faire	VERB	xcomp	emplettes
,	PUNCT	punct	recommanda
lui	PRON	nsubj	recommanda
recommanda	VERB	advcl	dirigea
expressément	ADV	advmod	recommanda
de	ADP	mark	trouver
se	PRON	expl:comp	trouver
trouver	VERB	obl:arg	expressément
avant	ADP	case	heures
huit	NUM	nummod	heures
heures	NOUN	obl:arg	trouver
à	ADP	case	gare
la	DET	det	gare
gare	NOUN	nmod	heures
,	PUNCT	punct	trouver
et	CCONJ	cc	régulier
,	PUNCT	punct	régulier
de	ADP	case	régulier
son	DET	det	régulier
pas	ADV	advmod	régulier
régulier	NOUN	conj	trouver
qui	PRON	nsubj	battait
battait	VERB	acl:relcl	régulier
la	DET	det	seconde
seconde	ADJ	obj	battait
comme	ADP	mark	pendule
le	DET	det	pendule
pendule	ADJ	nmod	seconde
d'	ADP	case	horloge
une	DET	det	horloge
horloge	NOUN	nmod	pendule
astronomique	ADJ	amod	horloge
,	PUNCT	punct	dirigea
il	PRON	expl:subj	dirigea
se	PRON	expl:comp	dirigea
dirigea	VERB	ROOT	dirigea
vers	ADP	case	bureau
le	DET	det	bureau
bureau	NOUN	obl:arg	dirigea
des	ADP	case	passeports
passeports	NOUN	nmod	bureau
.	PUNCT	punct	dirigea
Ainsi	ADV	advmod	donc
donc	ADV	advmod	songeait
,	PUNCT	punct	songeait
des	DET	det	merveilles
merveilles	NOUN	obl:mod	songeait
de	ADP	case	Bombay
Bombay	PROPN	nmod	merveilles
,	PUNCT	punct	songeait
il	PRON	nsubj	songeait
ne	ADV	advmod	songeait
songeait	VERB	ROOT	songeait
à	ADP	case	rien
rien	PRON	dep	voir
voir	VERB	xcomp	songeait
,	PUNCT	punct	songeait
ni	CCONJ	cc	hôtel
l'	DET	det	hôtel
hôtel	NOUN	conj	songeait
de	ADP	case	ville
ville	NOUN	nmod	hôtel
,	PUNCT	punct	hôtel
ni	CCONJ	cc	magnifique
la	DET	det	magnifique
magnifique	NOUN	conj	hôtel
bibliothèque	ADJ	amod	magnifique
,	PUNCT	punct	hôtel
ni	CCONJ	cc	forts
les	DET	det	forts
forts	NOUN	conj	hôtel
,	PUNCT	punct	songeait
ni	CCONJ	cc	docks
les	DET	det	docks
docks	NOUN	conj	songeait
,	PUNCT	punct	songeait
ni	CCONJ	cc	marché
le	DET	det	marché
marché	NOUN	obl:mod	songeait
au	ADP	case	coton
coton	NOUN	nmod	marché
,	PUNCT	punct	songeait
ni	CCONJ	cc	bazars
les	DET	det	bazars
bazars	NOUN	conj	songeait
,	PUNCT	punct	bazars
ni	CCONJ	cc	mosquées
les	DET	det	mosquées
mosquées	NOUN	conj	bazars
,	PUNCT	punct	mosquées
ni	CCONJ	cc	synagogues
les	DET	det	synagogues
synagogues	NOUN	conj	mosquées
,	PUNCT	punct	synagogues
ni	CCONJ	cc	églises
les	DET	det	églises
églises	NOUN	conj	synagogues
arméniennes	NOUN	amod	églises
,	PUNCT	punct	églises
ni	CCONJ	cc	splendide
la	DET	det	splendide
splendide	NOUN	conj	synagogues
pagode	NOUN	amod	splendide
de	ADP	case	Malebar
Malebar	PROPN	nmod	pagode
-	PROPN	nmod	splendide
Hill	PROPN	nmod	splendide
,	PUNCT	punct	splendide
ornée	VERB	acl	splendide
de	ADP	case	tours
deux	NUM	nummod	tours
tours	NOUN	nmod	ornée
polygones	NOUN	nmod	tours
.	PUNCT	punct	songeait
Il	PRON	nsubj	contemplerait
ne	ADV	advmod	contemplerait
contemplerait	VERB	ROOT	contemplerait
ni	CCONJ	cc	chefs
les	DET	det	chefs
chefs	NOUN	obj	contemplerait
-	PROPN	nmod	chefs
d'	ADP	case	oeuvre
oeuvre	NOUN	nmod	chefs
d'	ADP	case	Éléphanta
Éléphanta	NOUN	nmod	oeuvre
,	PUNCT	punct	contemplerait
ni	CCONJ	cc	hypogées
ses	DET	det	mystérieux
mystérieux	ADJ	amod	hypogées
hypogées	NOUN	conj	contemplerait
,	PUNCT	punct	hypogées
cachés	VERB	acl	hypogées
au	ADP	case	sud-est
sud-est	NOUN	obl:arg	cachés
de	ADP	case	rade
la	DET	det	rade
rade	NOUN	nmod	sud-est
,	PUNCT	punct	hypogées
ni	CCONJ	cc	grottes
les	DET	det	grottes
grottes	NOUN	nsubj	admirables
Kanhérie	NOUN	nmod	grottes
de	ADP	case	île
l'	DET	det	île
île	NOUN	nmod	Kanhérie
Salcette	PROPN	nmod	Kanhérie
,	PUNCT	punct	Kanhérie
ces	DET	det	admirables
admirables	ADJ	conj	hypogées
restes	NOUN	acl	admirables
de	ADP	case	architecture
l'	DET	det	architecture
architecture	NOUN	nmod	admirables
bouddhiste	ADJ	amod	architecture
!	PUNCT	punct	contemplerait
Non	ADV	ROOT	Non
!	PUNCT	punct	Non
rien	PRON	ROOT	rien
.	PUNCT	punct	rien
En	ADP	case	bureau
sortant	ADV	fixed	En
du	ADP	case	bureau
bureau	NOUN	ROOT	bureau
des	ADP	case	passeports
passeports	NOUN	nmod	bureau
,	PUNCT	punct	bureau
Phileas	PROPN	nsubj	rendit
Fogg	PROPN	flat:name	Phileas
se	PRON	expl:comp	rendit
rendit	VERB	acl	bureau
tranquillement	ADV	advmod	rendit
à	ADP	case	gare
la	DET	det	gare
gare	NOUN	obl:arg	tranquillement
,	PUNCT	punct	rendit
et	CCONJ	cc	servir
là	ADV	advmod	servir
il	PRON	expl:subj	servir
se	PRON	obj	servir
fit	PRON	dep	servir
servir	VERB	conj	rendit
à	ADP	mark	dîner
dîner	VERB	obl:arg	servir
.	PUNCT	punct	bureau
Entre	DET	case	mets
autres	ADJ	amod	mets
mets	NOUN	obl:mod	devoir
,	PUNCT	punct	devoir
le	DET	det	maître
maître	NOUN	nsubj	devoir
d'	ADP	case	hôtel
hôtel	NOUN	nmod	maître
crut	PROPN	flat:name	hôtel
devoir	VERB	ROOT	devoir
lui	PRON	iobj	recommander
recommander	VERB	xcomp	devoir
une	DET	det	certaine
certaine	NOUN	obj	recommander
gibelotte	NOUN	amod	certaine
de	ADP	case	«
«	NUM	nmod	certaine
lapin	NOUN	nmod	certaine
du	ADP	case	pays
